Email,Phone,Social Media Links
N/A,N/A,"https://np.linkedin.com/in/bijay-kumar-thapa-01b890180?trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcounselortraining&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcoursesforbankers&trk=organization_guest_main-feed-card-text, https://au.linkedin.com/company/studyinfocentre?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fstudyinaustralia&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/company/thenextedu?trk=similar-pages, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducationconsultancy-nec-vacancy-activity-7231990159930458112-jJcF, https://www.linkedin.com/pub/dir/+/+?trk=organization_guest_guest_nav_menu_people, https://np.linkedin.com/company/pe.consultancy?trk=similar-pages, https://www.linkedin.com/learning/search?trk=organization_guest_guest_nav_menu_learning, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Feducationcounselor&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7231982739984437248-Mu30, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7221476135560196096-kzxH, https://www.linkedin.com/posts/nepal-education-consultancy_curtin-open-day-join-us-for-a-1-1-interaction-activity-7238899684486897664-hj7h, https://www.linkedin.com/legal/privacy-policy?trk=d_org_guest_company_overview_footer-privacy-policy, https://brand.linkedin.com/policies?trk=d_org_guest_company_overview_footer-brand-policy, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_contextual-sign-in-modal_sign-in-modal_join-link, https://np.linkedin.com/in/bijaykshrestha?trk=org-employees, https://www.linkedin.com/posts/nepal-education-consultancy_activity-7226810473587834881-Rb2C, https://np.linkedin.com/jobs/view/video-editor-at-nec-3976005260?trk=organization_guest_main-feed-card_feed-job-posting-content, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7234161199423107072-x03z, https://lt.linkedin.com/in/j%C5%ABrat%C4%97-balukevi%C4%8Dien%C4%97-b4335238?trk=org-employees, https://www.linkedin.com/games?trk=organization_guest_guest_nav_menu_games, https://www.linkedin.com/accessibility?trk=d_org_guest_company_overview_footer-accessibility, https://np.linkedin.com/company/aecc-global-nepal?trk=similar-pages, https://www.linkedin.com/login?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&fromSignIn=true&trk=top-card_top-card-secondary-button-top-card-secondary-cta, https://www.linkedin.com/login?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&fromSignIn=true&trk=organization_guest_nav-header-signin, https://au.linkedin.com/in/kavitha-ganesan-1535a517b?trk=organization_guest_main-feed-card-text, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducation-nec-rebranding-activity-7234508628181884929-CsDk, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcareergrowth&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/in/dr-santosh-agrawal-04845936?trk=org-employees, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Frebranding&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=public_biz_promo-join, https://www.linkedin.com/uas/login?fromSignIn=true&session_redirect=https%3A%2F%2Fnp.linkedin.com%2Fcompany%2Fnepal-education-consultancy&trk=top-card_ellipsis-menu-semaphore-sign-in-redirect&guestReportContentType=COMPANY&_f=guest-reporting, https://np.linkedin.com/jobs/view/human-resources-executive-at-nec-4008409578?trk=organization_guest_main-feed-card_feed-job-posting-content, https://np.linkedin.com/company/emperor-education-network?trk=similar-pages, https://np.linkedin.com/jobs/view/educational-counselor-at-nec-4004909311?trk=organization_guest_main-feed-card_feed-job-posting-content, https://about.linkedin.com?trk=d_org_guest_company_overview_footer-about, https://www.linkedin.com/jobs/search?trk=organization_guest_guest_nav_menu_jobs, https://www.linkedin.com/uas/login?fromSignIn=true&session_redirect=https%3A%2F%2Fnp.linkedin.com%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_ellipsis-menu-semaphore-sign-in-redirect&guestReportContentType=POST&_f=guest-reporting, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fsearch%2Fresults%2Fpeople%2F%3FfacetCurrentCompany%3D%255B13243895%255D&trk=org-employees_cta_face-pile-cta, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7219663658224623617-dMgE, https://np.linkedin.com/company/nepal-education-consultancy?trk=organization_guest_main-feed-card_feed-actor-image, https://www.linkedin.com/legal/user-agreement?trk=d_org_guest_company_overview_footer-user-agreement, https://www.linkedin.com/psettings/guest-controls?trk=d_org_guest_company_overview_footer-guest-controls, https://es.linkedin.com/in/jose-troya-7a088b2a?trk=org-employees, https://np.linkedin.com/company/oli-and-associates?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_comment-cta, https://www.linkedin.com/uas/request-password-reset?trk=organization_guest_contextual-sign-in-modal_sign-in-modal_forgot_password, https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fsearch%2Fresults%2Fpeople%2F%3FfacetCurrentCompany%3D%255B13243895%255D&trk=public_biz_employees-join, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_contextual-sign-in-modal_join-link, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_social-actions-reactions, https://www.linkedin.com/legal/copyright-policy?trk=d_org_guest_company_overview_footer-copyright-policy, https://au.linkedin.com/company/experteducation?trk=similar-pages, https://www.linkedin.com/posts/nepal-education-consultancy_nec-nepaleducationconsultancy-curtinuniversity-activity-7239154995072270336-oqc9, https://au.linkedin.com/company/mavenconsultinggroup?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fvacancy&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/company/thealfabeta?trk=similar-pages, https://www.linkedin.com/legal/cookie-policy?trk=d_org_guest_company_overview_footer-cookie-policy, https://np.linkedin.com/company/nepal-education-consultancy?trk=organization_guest_main-feed-card_feed-actor-name, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_nav-header-join, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcurtinuniversity&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnec&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducationconsultancy-nec-coursesforbankers-activity-7218500241585537024-hZgg, https://www.linkedin.com/legal/professional-community-policies?trk=d_org_guest_company_overview_footer-community-guide, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnepaleducationconsultancy&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnepaleducation&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_like-cta, https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fnepalec%2Eedu%2Enp%2F&urlhash=E-Vx&trk=about_website, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fhiring&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/jobs/view/educational-counselor-at-nec-3980300051?trk=organization_guest_main-feed-card_feed-job-posting-content, https://np.linkedin.com/company/kiecpage?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_share-cta"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/brand/resources/whatsapp/whatsapp-brand, https://www.facebook.com/profile.php?id=100064758844406, https://twitter.com/whatsapp, https://www.instagram.com/whatsapp/?hl=en"
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/study-in-us&v=3, https://twitter.com/USAgov, https://www.facebook.com/USAgov, https://www.instagram.com/usagov, https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/study-in-us"
N/A,N/A,"https://twitter.com/USAgov, https://www.facebook.com/USAgov, https://www.instagram.com/usagov"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
N/A,N/A,"https://www.facebook.com/internationalstudent, https://www.instagram.com/internationalstudentinfo/, https://twitter.com/intstudent"
N/A,N/A,"https://www.facebook.com/internationalstudent, https://www.instagram.com/internationalstudentinfo/, https://twitter.com/intstudent"
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
N/A,N/A,"https://www.facebook.com/beaconpage/, https://www.instagram.com/beacon_international/, https://www.linkedin.com/company/beacon-edu, https://www.facebook.com/beaconpage"
N/A,N/A,"https://www.facebook.com/beaconpage/, https://www.instagram.com/beacon_international/, https://www.linkedin.com/company/beacon-edu, https://www.facebook.com/beaconpage"
info@edwisefoundation.com,N/A,"https://www.linkedin.com/company/edwise-foundation, https://www.instagram.com/edwisefoundation/, https://www.facebook.com/edwisefoundation/, https://twitter.com/edwisefoundatio"
info@edwisefoundation.com,N/A,"https://www.linkedin.com/company/edwise-foundation, https://www.instagram.com/edwisefoundation/, https://www.facebook.com/edwisefoundation/, https://twitter.com/edwisefoundatio"
info@consultancynepal.com,11665444,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.instagram.com/japan_study_support/, https://www.facebook.com/pages/JAPAN-STUDY-SUPPORT/238754272840327"
N/A,N/A,N/A
info@studyin-usa.com,N/A,"https://www.facebook.com/SIGlobalOfficial/, https://twitter.com/SI__Global, https://www.instagram.com/si__global/"
N/A,N/A,"https://twitter.com/JASSO_general, https://www.facebook.com/jasso.studentexchange"
N/A,N/A,"https://twitter.com/JASSO_general, https://www.facebook.com/jasso.studentexchange"
N/A,N/A,"https://twitter.com/canadavisa_com, https://www.instagram.com/canadavisa/, https://www.linkedin.com/company/canadavisa, https://www.facebook.com/canadavisa"
N/A,N/A,"https://twitter.com/canadavisa_com, https://www.instagram.com/canadavisa/, https://www.linkedin.com/company/canadavisa, https://www.facebook.com/canadavisa"
N/A,N/A,"https://www.linkedin.com/company/idp.india/, https://www.facebook.com/IDPstudyabroad.india/, https://www.instagram.com/idp.india/?hl=en"
N/A,N/A,"https://www.linkedin.com/company/idp.india/, https://www.facebook.com/IDPstudyabroad.india/, https://www.instagram.com/idp.india/?hl=en"
N/A,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
N/A,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,14217400,"https://www.facebook.com/IDPstudyabroad.nepal/, https://www.linkedin.com/company/idp-education-nepal/, https://www.instagram.com/idpnepal/"
N/A,N/A,"https://www.facebook.com/IDPstudyabroad.nepal/, https://www.linkedin.com/company/idp-education-nepal/, https://www.instagram.com/idpnepal/"
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
"admin@hwwec.com, himalayan.wwec@gmail.comOur, admin@hwwec.comIf",9841259915,https://www.facebook.com/HWWEC.Official
"admin@hwwec.com, admin@hwwec.comSYDNEY",N/A,https://www.facebook.com/HWWEC.Official
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.instagram.com/Studies_in_Australia/, https://www.facebook.com/StudiesInAustralia, https://twitter.com/studiesinaus"
N/A,N/A,"https://www.instagram.com/Studies_in_Australia/, https://www.facebook.com/StudiesInAustralia, https://twitter.com/studiesinaus"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
"info@abroadadvise.com, info@edwisefoundation.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.instagram.com/studyintheusa/, https://www.facebook.com/studyintheusa, https://twitter.com/studyUSAcom"
N/A,N/A,"https://www.instagram.com/studyintheusa/, https://www.facebook.com/studyintheusa, https://twitter.com/studyUSAcom"
N/A,N/A,"https://twitter.com/USAgov, https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/international-student&v=3, https://www.facebook.com/USAgov, https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/international-student, https://www.instagram.com/usagov"
recruitment@ecan.govt.nz,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
"info@dolphineducation.com.np, info@bizzeducation.co.uk, info@hardford.com.np, ktmpromote@globalreachonline.com, info@ausstudies.edu.np, info@sagipnepal.com, info@abroadadvise.com, info@edwisefoundation.com, info@educationtreeglobal.com, student.nepal@aeccglobal.com, info@gatewayeducation.com.np",N/A,N/A
N/A,N/A,"https://twitter.com/USAgov, https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/student-visa, https://www.facebook.com/USAgov, https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/student-visa&v=3, https://www.instagram.com/usagov"
N/A,N/A,"https://www.facebook.com/usef.nepal, https://www.instagram.com/usef.nepal"
N/A,N/A,"https://www.facebook.com/usef.nepal, https://www.instagram.com/usef.nepal"
N/A,N/A,"https://www.facebook.com/ieltsbyidp, https://www.instagram.com/ieltsbyidp/"
N/A,N/A,"https://www.instagram.com/ieltsidpnepal, https://www.facebook.com/idpieltsnepal"
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
N/A,9849194949,"https://www.twitter.com/graceintlgroup/, https://www.facebook.com/graceintlgroup/, https://twitter.com/graceintlgroup?lang=en, https://www.instagram.com/graceintlgroup/, https://twitter.com/graceintlgroup/"
N/A,9849194949,"https://www.twitter.com/graceintlgroup/, https://www.facebook.com/graceintlgroup/, https://twitter.com/graceintlgroup?lang=en, https://www.instagram.com/graceintlgroup/, https://twitter.com/graceintlgroup/"
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
"info@abroadadvise.com, info@edwisefoundation.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
info@consultancynepal.com,"9856039212, 9855061513",N/A
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
info@studyin-usa.com,N/A,"https://www.facebook.com/SIGlobalOfficial/, https://twitter.com/SI__Global, https://www.instagram.com/si__global/"
N/A,N/A,N/A
N/A,N/A,N/A
"parramatta@ausstudies.com.au, b.shrestha@ausstudies.com.au, info@ausstudies.edu.np, butwal@ausstudies.edu.np, pokhara@ausstudies.edu.np, mohan@ausstudies.com.au, kabita@ausstudies.edu.np",9851241198,"https://www.instagram.com/ausstudiesnepal/, https://www.facebook.com/ausstudies, https://www.linkedin.com/company/ausstudiesnepal/"
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
N/A,N/A,"https://www.instagram.com/studyauofficial/, https://facebook.com/studyAUofficial/, https://twitter.com/StudyAUofficial"
info@consultancynepal.com,11665444,N/A
info@consultancynepal.com,N/A,N/A
info@StudyinCanada.com,N/A,"https://twitter.com/scholarshipsca, https://www.facebook.com/scholarshipscanada, https://www.instagram.com/scholarshipscanada"
info@StudyinCanada.com,N/A,"https://twitter.com/scholarshipsca, https://www.facebook.com/scholarshipscanada, https://www.instagram.com/scholarshipscanada"
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
N/A,N/A,"https://www.instagram.com/idp_studyabroad/, https://www.facebook.com/IDPstudyabroad"
N/A,N/A,"https://www.instagram.com/idp_studyabroad/, https://www.facebook.com/IDPstudyabroad"
N/A,N/A,"https://www.instagram.com/studyintheusa/, https://www.facebook.com/studyintheusa, https://twitter.com/studyUSAcom"
info@studyin-usa.com,N/A,"https://www.facebook.com/SIGlobalOfficial/, https://twitter.com/SI__Global, https://www.instagram.com/si__global/"
N/A,N/A,N/A
N/A,N/A,N/A
"info@abroadadvise.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
"info@collegesnepal.com, marketing@collegesnepal.com","9849525567, 9851232080, 9849058418, 015911945, 014384986, 014221824, 9818241628, 9801100988",https://www.facebook.com/college.nepal
"info@collegesnepal.com, marketing@collegesnepal.com","9818241628, 9801100988",https://www.facebook.com/college.nepal
"chitwan@optionedu.comPOKHARA, sydney@optionedu.comQuick, pokhara@optionedu.comPARSA, info@optionedu.comCHITWAN, parsa@optionedu.comSYDNEY",N/A,https://www.facebook.com/OptionEducational/reviews/?ref=page_internal
N/A,N/A,"https://twitter.com/EducationUSA, https://www.linkedin.com/company/educationusa, https://www.instagram.com/educationusa, https://www.facebook.com/EducationUSA"
N/A,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
info@studyin-usa.com,N/A,"https://www.facebook.com/SIGlobalOfficial/, https://twitter.com/SI__Global, https://www.instagram.com/si__global/"
info@studyin-usa.com,N/A,"https://www.facebook.com/SIGlobalOfficial/, https://twitter.com/SI__Global, https://www.instagram.com/si__global/"
N/A,N/A,"https://www.linkedin.com/company/1875016/, https://www.instagram.com/educationscom/?utm_source=EDU&utm_medium=home-page-user-journey, https://www.facebook.com/educationscom/, https://www.instagram.com/educationscom/"
icla.contact@c2c.ac.jp,N/A,"https://www.instagram.com/icla.ygu, https://www.linkedin.com/school/icla-ygu/, https://www.facebook.com/iclajapan/, https://www.instagram.com/icla.ygu/, https://twitter.com/icla_ygu, https://twitter.com/icla_ygu?lang=en%20"
icla.contact@c2c.ac.jp,N/A,"https://twitter.com/icla_ygu?lang=en%20, https://www.linkedin.com/school/icla-ygu/, https://www.instagram.com/icla.ygu, https://www.facebook.com/iclajapan/"
harbourmaster@ecan.govt.nz,N/A,"https://www.linkedin.com/company/environment-canterbury, https://www.facebook.com/EnvironmentCanterbury/, https://www.instagram.com/environment_canterbury/, https://www.facebook.com/EnvironmentCanterbury"
N/A,N/A,"https://twitter.com/USAgov, https://twitter.com/intent/tweet?source=webclient&text=https://www.usa.gov/learn-english, https://www.facebook.com/USAgov, https://www.facebook.com/sharer/sharer.php?u=https://www.usa.gov/learn-english&v=3, https://www.instagram.com/usagov"
