Email,Phone,Social Media Links
N/A,N/A,"https://www.facebook.com/JASSO.Thailand, https://www.instagram.com/jasso.korea, https://www.facebook.com/JASSO.KL, https://www.instagram.com/JASSO_study_in_japan/, https://www.facebook.com/profile.php?id=100079232435291, https://www.facebook.com/JASSO.Korea, https://www.facebook.com/jasso.indonesia, https://www.facebook.com/JASSO.Vietnam"
N/A,N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/e2language, https://www.facebook.com/e2language/, https://twitter.com/e2language, https://www.instagram.com/e2language"
N/A,N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/e2language, https://www.facebook.com/e2language/, https://twitter.com/e2language, https://www.instagram.com/e2language"
N/A,N/A,"https://twitter.com/whatsapp, https://www.facebook.com/profile.php?id=100064758844406, https://www.facebook.com/brand/resources/whatsapp/whatsapp-brand, https://www.instagram.com/whatsapp/?hl=en"
N/A,N/A,"https://twitter.com/CambridgeEng, https://www.linkedin.com/company/cambridge-assessment-english, https://www.facebook.com/CambridgeEnglish, https://www.facebook.com/CambridgeEnglishTeaching, https://www.instagram.com/cambridgeenglish/"
N/A,N/A,"https://www.facebook.com/ieltsbyidp, https://www.instagram.com/ieltsbyidp/"
N/A,N/A,"https://www.instagram.com/ieltsidpnepal, https://www.facebook.com/idpieltsnepal"
N/A,N/A,"https://www.facebook.com/nepaliconsultancy, https://www.instagram.com/nepali_consultancy/"
"info@collegesnepal.com, marketing@collegesnepal.com","9818241628, 9851232080, 9849525567, 9849058418, 9801100988",https://www.facebook.com/college.nepal
N/A,N/A,"https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
"butwal@ausstudies.edu.np, kabita@ausstudies.edu.np, parramatta@ausstudies.com.au, pokhara@ausstudies.edu.np, b.shrestha@ausstudies.com.au, info@ausstudies.edu.np, mohan@ausstudies.com.au",9851241198,"https://www.linkedin.com/company/ausstudiesnepal/, https://www.facebook.com/ausstudies, https://www.instagram.com/ausstudiesnepal/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
"info@collegesnepal.com, marketing@collegesnepal.com","9801100988, 9818241628",https://www.facebook.com/college.nepal
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
info@nobleconsultancy.edu.np,9851134605,"https://www.facebook.com/nickathmandu, https://www.instagram.com/nickathmandu/, https://twitter.com/nickathmandu, https://www.linkedin.com/company/noble-international-consultancy/"
info@nobleconsultancy.edu.np,9851134605,"https://www.facebook.com/nickathmandu, https://www.instagram.com/nickathmandu/, https://twitter.com/nickathmandu, https://www.linkedin.com/company/noble-international-consultancy/"
N/A,N/A,N/A
N/A,N/A,N/A
"info@dolphineducation.com.np, info@bizzeducation.co.uk, info@edwisefoundation.com, student.nepal@aeccglobal.com, info@sagipnepal.com, info@gatewayeducation.com.np, info@abroadadvise.com, ktmpromote@globalreachonline.com, info@hardford.com.np, info@ausstudies.edu.np, info@educationtreeglobal.com",N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
info@abroadadvise.com,N/A,N/A
info@consultancynepal.com,N/A,N/A
info@edwisefoundation.com,N/A,"https://www.instagram.com/edwisefoundation/, https://www.linkedin.com/company/edwise-foundation, https://www.facebook.com/edwisefoundation/, https://twitter.com/edwisefoundatio"
info@edwisefoundation.com,N/A,"https://www.instagram.com/edwisefoundation/, https://www.linkedin.com/company/edwise-foundation, https://www.facebook.com/edwisefoundation/, https://twitter.com/edwisefoundatio"
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
N/A,N/A,"https://www.linkedin.com/uas/request-password-reset?trk=organization_guest_contextual-sign-in-modal_sign-in-modal_forgot_password, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Feducationcounselor&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/company/pe.consultancy?trk=similar-pages, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7221476135560196096-kzxH, https://about.linkedin.com?trk=d_org_guest_company_overview_footer-about, https://www.linkedin.com/legal/cookie-policy?trk=d_org_guest_company_overview_footer-cookie-policy, https://www.linkedin.com/accessibility?trk=d_org_guest_company_overview_footer-accessibility, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Frebranding&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/jobs/search?trk=organization_guest_guest_nav_menu_jobs, https://np.linkedin.com/company/emperor-education-network?trk=similar-pages, https://np.linkedin.com/company/thenextedu?trk=similar-pages, https://np.linkedin.com/in/bijaykshrestha?trk=org-employees, https://es.linkedin.com/in/jose-troya-7a088b2a?trk=org-employees, https://np.linkedin.com/company/nepal-education-consultancy?trk=organization_guest_main-feed-card_feed-actor-image, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fvacancy&trk=organization_guest_main-feed-card-text, https://au.linkedin.com/company/experteducation?trk=similar-pages, https://www.linkedin.com/posts/nepal-education-consultancy_nec-nepaleducationconsultancy-curtinuniversity-activity-7239154995072270336-oqc9, https://www.linkedin.com/pub/dir/+/+?trk=organization_guest_guest_nav_menu_people, https://www.linkedin.com/login?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&fromSignIn=true&trk=top-card_top-card-secondary-button-top-card-secondary-cta, https://np.linkedin.com/in/bijay-kumar-thapa-01b890180?trk=organization_guest_main-feed-card-text, https://www.linkedin.com/posts/nepal-education-consultancy_activity-7226810473587834881-Rb2C, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducationconsultancy-nec-coursesforbankers-activity-7218500241585537024-hZgg, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_like-cta, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcareergrowth&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fsearch%2Fresults%2Fpeople%2F%3FfacetCurrentCompany%3D%255B13243895%255D&trk=public_biz_employees-join, https://www.linkedin.com/legal/copyright-policy?trk=d_org_guest_company_overview_footer-copyright-policy, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_contextual-sign-in-modal_join-link, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=public_biz_promo-join, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fstudyinaustralia&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnepaleducation&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/company/thealfabeta?trk=similar-pages, https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fnepalec%2Eedu%2Enp%2F&urlhash=E-Vx&trk=about_website, https://np.linkedin.com/jobs/view/educational-counselor-at-nec-4004909311?trk=organization_guest_main-feed-card_feed-job-posting-content, https://np.linkedin.com/company/idp-education-nepal?trk=similar-pages, https://brand.linkedin.com/policies?trk=d_org_guest_company_overview_footer-brand-policy, https://lt.linkedin.com/in/j%C5%ABrat%C4%97-balukevi%C4%8Dien%C4%97-b4335238?trk=org-employees, https://www.linkedin.com/legal/user-agreement?trk=d_org_guest_company_overview_footer-user-agreement, https://www.linkedin.com/legal/professional-community-policies?trk=d_org_guest_company_overview_footer-community-guide, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnec&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/jobs/view/video-editor-at-nec-3976005260?trk=organization_guest_main-feed-card_feed-job-posting-content, https://www.linkedin.com/login?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&fromSignIn=true&trk=organization_guest_nav-header-signin, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducation-nec-rebranding-activity-7234508628181884929-CsDk, https://www.linkedin.com/posts/nepal-education-consultancy_curtin-open-day-join-us-for-a-1-1-interaction-activity-7238899684486897664-hj7h, https://np.linkedin.com/company/kiecpage?trk=similar-pages, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7219663658224623617-dMgE, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fnepaleducationconsultancy&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/psettings/guest-controls?trk=d_org_guest_company_overview_footer-guest-controls, https://www.linkedin.com/uas/login?fromSignIn=true&session_redirect=https%3A%2F%2Fnp.linkedin.com%2Fcompany%2Fnepal-education-consultancy&trk=top-card_ellipsis-menu-semaphore-sign-in-redirect&guestReportContentType=COMPANY&_f=guest-reporting, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcoursesforbankers&trk=organization_guest_main-feed-card-text, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fsearch%2Fresults%2Fpeople%2F%3FfacetCurrentCompany%3D%255B13243895%255D&trk=org-employees_cta_face-pile-cta, https://np.linkedin.com/company/nabil-bank?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_contextual-sign-in-modal_sign-in-modal_join-link, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fhiring&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/in/dr-santosh-agrawal-04845936?trk=org-employees, https://www.linkedin.com/games?trk=organization_guest_guest_nav_menu_games, https://np.linkedin.com/company/nepal-education-consultancy?trk=organization_guest_main-feed-card_feed-actor-name, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7231982739984437248-Mu30, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_social-actions-reactions, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcounselortraining&trk=organization_guest_main-feed-card-text, https://np.linkedin.com/jobs/view/educational-counselor-at-nec-3980300051?trk=organization_guest_main-feed-card_feed-job-posting-content, https://np.linkedin.com/company/aecc-global-nepal?trk=similar-pages, https://www.linkedin.com/legal/privacy-policy?trk=d_org_guest_company_overview_footer-privacy-policy, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_comment-cta, https://www.linkedin.com/pulse/topics/home/?trk=organization_guest_guest_nav_menu_articles, https://www.linkedin.com/posts/nepal-education-consultancy_nepaleducationconsultancy-nec-vacancy-activity-7231990159930458112-jJcF, https://www.linkedin.com/learning/search?trk=organization_guest_guest_nav_menu_learning, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_nav-header-join, https://www.linkedin.com/posts/nepal-education-consultancy_hiring-activity-7234161199423107072-x03z, https://np.linkedin.com/company/oli-and-associates?trk=similar-pages, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww.linkedin.com%2Ffeed%2Fhashtag%2Fcurtinuniversity&trk=organization_guest_main-feed-card-text, https://au.linkedin.com/in/kavitha-ganesan-1535a517b?trk=organization_guest_main-feed-card-text, https://www.linkedin.com/uas/login?fromSignIn=true&session_redirect=https%3A%2F%2Fnp.linkedin.com%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_ellipsis-menu-semaphore-sign-in-redirect&guestReportContentType=POST&_f=guest-reporting, https://np.linkedin.com/jobs/view/human-resources-executive-at-nec-4008409578?trk=organization_guest_main-feed-card_feed-job-posting-content, https://www.linkedin.com/signup?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fnepal-education-consultancy&trk=organization_guest_main-feed-card_share-cta"
N/A,N/A,N/A
info@consultancynepal.com,"9856039212, 9855061513",N/A
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/birtamodeeducation, https://www.linkedin.com/company/99828520/admin/feed/posts/"
N/A,N/A,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/idp-education-nepal/, https://www.facebook.com/IDPstudyabroad.nepal/, https://www.instagram.com/idpnepal/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
info@consultancynepal.com,N/A,N/A
"info@titi.org.np, 4titi.official@gmail.com",N/A,https://www.facebook.com/titictevt/
N/A,N/A,"https://www.facebook.com/Sulekhadotcom, https://www.linkedin.com/company/sulekha.com, https://www.instagram.com/sulekhaindia/, https://twitter.com/sulekhadotcom"
N/A,N/A,"https://twitter.com/takeielts?, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts&title=Take%20IELTS, https://www.instagram.com/takeieltsofficial/, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts, https://www.facebook.com/TakeIELTSOfficial/?locale=en_GB, https://twitter.com/intent/tweet?text=Take%20IELTS&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
N/A,N/A,"https://www.linkedin.com/company/idp-education-nepal/, https://www.facebook.com/IDPstudyabroad.nepal/, https://www.instagram.com/idpnepal/"
N/A,N/A,"https://twitter.com/takeielts?, https://www.facebook.com/groups/IELTSforTeachers, https://www.instagram.com/takeieltsofficial/, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftakeielts.britishcouncil.org%2Fteach-ielts, https://twitter.com/intent/tweet?text=Teach%20IELTS&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Fteach-ielts, https://www.facebook.com/TakeIELTSOfficial/?locale=en_GB, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Fteach-ielts&title=Teach%20IELTS"
ask@vevsglobal.com.np,9851332025,"https://www.facebook.com/vevsnepal/, https://www.instagram.com/vevsnepal/?hl=en, https://www.linkedin.com/company/vevs-global/?trk=public_profile_experience-item_result-card_image-click&originalSubdomain=np"
N/A,N/A,N/A
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
"info@collegesnepal.com, marketing@collegesnepal.com","9801100988, 9818241628, 9801169142",https://www.facebook.com/college.nepal
info@abroadadvise.com,N/A,N/A
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
"info@abroadadvise.com, info@edwisefoundation.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
ask@vevsglobal.com.np,9851332025,"https://www.facebook.com/vevsnepal/, https://www.instagram.com/vevsnepal/?hl=en, https://www.linkedin.com/company/vevs-global/?trk=public_profile_experience-item_result-card_image-click&originalSubdomain=np"
N/A,N/A,"https://www.facebook.com/jasso.japanalumniglobalnetwork, https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
N/A,"9886907286, 9871510779","https://www.instagram.com/aeccglobalnp/, https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
N/A,N/A,"https://www.facebook.com/jasso.japanalumniglobalnetwork, https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
Coursesinfo@ahzassociates.co.uk,N/A,"https://www.linkedin.com/company/ahzassociates, https://www.instagram.com/ahzassociates, https://twitter.com/AHZAssociates, https://www.facebook.com/ahzassociates"
N/A,N/A,N/A
Coursesinfo@ahzassociates.co.uk,N/A,"https://www.linkedin.com/company/ahzassociates, https://www.instagram.com/ahzassociates, https://twitter.com/AHZAssociates, https://www.facebook.com/ahzassociates"
"butwal@ausstudies.edu.np, kabita@ausstudies.edu.np, parramatta@ausstudies.com.au, pokhara@ausstudies.edu.np, b.shrestha@ausstudies.com.au, info@ausstudies.edu.np, mohan@ausstudies.com.au",9851241198,"https://www.linkedin.com/company/ausstudiesnepal/, https://www.facebook.com/ausstudies, https://www.instagram.com/ausstudiesnepal/"
N/A,N/A,"http://www.facebook.com/IELTSOfficial, http://www.facebook.com/CambridgeEnglish, https://www.instagram.com/ieltsofficial/?hl=en"
N/A,N/A,N/A
"info@collegesnepal.com, marketing@collegesnepal.com","9801100988, 9818241628, 9801169142",https://www.facebook.com/college.nepal
"info@consultancynepal.com, contact@apurbaeducation.com.np",N/A,N/A
N/A,N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.linkedin.com/company/ielts-official/, https://www.facebook.com/IELTSOfficial, https://www.instagram.com/ieltsofficial/"
N/A,N/A,"https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
N/A,N/A,N/A
N/A,N/A,N/A
"butwal@studyin-uk.com, pokhara@studyin-uk.com, kathmandu@studyin-uk.com, chitwan@studyin-uk.com",9802589313,"https://www.instagram.com/si_uknepal/, https://www.facebook.com/nepalsiuk/, https://twitter.com/SI_UK_Nepal/, https://www.linkedin.com/company/1319527/"
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
N/A,N/A,"https://www.linkedin.com/company/ielts-official/, https://www.facebook.com/IELTSOfficial, https://www.instagram.com/ieltsofficial/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
"butwal@studyin-uk.com, pokhara@studyin-uk.com, kathmandu@studyin-uk.com, chitwan@studyin-uk.com",9802589313,"https://www.instagram.com/si_uknepal/, https://www.facebook.com/nepalsiuk/, https://twitter.com/SI_UK_Nepal/, https://www.linkedin.com/company/1319527/"
info@abroadadvise.com,N/A,N/A
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.facebook.com/BritishCouncilNepal, https://www.instagram.com/npbritish, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.britishcouncil.org.np%2Fexam%2Fielts%2Fdates-fees-locations, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Fwww.britishcouncil.org.np%2Fexam%2Fielts%2Fdates-fees-locations&title=IELTS%20test%20dates%2C%20fees%20and%20locations%20in%20Nepal, https://twitter.com/intent/tweet?text=IELTS%20test%20dates%2C%20fees%20and%20locations%20in%20Nepal&url=https%3A%2F%2Fwww.britishcouncil.org.np%2Fexam%2Fielts%2Fdates-fees-locations, https://twitter.com/npBritish"
N/A,N/A,"https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
N/A,N/A,"http://www.facebook.com/IELTSOfficial, http://www.facebook.com/CambridgeEnglish, https://www.instagram.com/ieltsofficial/?hl=en"
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.instagram.com/ieltsidpnepal, https://www.facebook.com/idpieltsnepal"
info@consultancynepal.com,N/A,N/A
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
N/A,N/A,"https://twitter.com/GaijinPot, https://www.linkedin.com/company/gaijinpot, https://www.facebook.com/GaijinPot, https://www.instagram.com/gaijinpot/"
N/A,N/A,"https://www.instagram.com/ieltsbyidpthailand/, https://www.facebook.com/IeltsIdpThailand/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
N/A,N/A,"https://www.instagram.com/ieltsbyidpthailand/, https://www.facebook.com/IeltsIdpThailand/"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/nepaliconsultancy/, https://twitter.com/NepaliConsultan, https://www.instagram.com/nepali_consultancy/"
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
N/A,N/A,N/A
grievance@uniagents.com,N/A,"https://www.linkedin.com/company/uniagents?trk=company_logo, https://www.facebook.com/uniagents?ref=br_tf"
N/A,N/A,"https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
N/A,N/A,"https://twitter.com/GaijinPot, https://www.linkedin.com/company/gaijinpot, https://www.facebook.com/GaijinPot, https://www.instagram.com/gaijinpot/"
N/A,N/A,N/A
"info@abroadadvise.com, info@edwisefoundation.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
N/A,N/A,"https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
N/A,N/A,"https://www.facebook.com/BritishCouncilNepal, https://www.instagram.com/npbritish, https://twitter.com/npBritish"
info@consultancynepal.com,N/A,N/A
"info@miracle.edu.npBook, miraclepkr@gmail.com, Nepalinfo@miracle.edu.np",N/A,N/A
info@consultancynepal.com,N/A,N/A
"info@miracle.edu.npBook, miraclepkr@gmail.com, Nepalinfo@miracle.edu.np",N/A,N/A
"pte-acustomersupportapac@pearson.comFacebookWhatsAppPTE, pte-acustomersupportapac@pearson.comResultsWhat",N/A,http://www.facebook.com/ptenepal.official
N/A,N/A,"http://www.linkedin.com/company/nepal-business-directory, https://www.facebook.com/I-Love-You-Nepal-103534949005626"
N/A,N/A,"http://www.linkedin.com/company/nepal-business-directory, https://www.facebook.com/I-Love-You-Nepal-103534949005626"
icla.contact@c2c.ac.jp,N/A,"https://twitter.com/icla_ygu?lang=en%20, https://www.instagram.com/icla.ygu/, https://www.facebook.com/iclajapan/, https://www.linkedin.com/school/icla-ygu/, https://www.instagram.com/icla.ygu, https://twitter.com/icla_ygu"
"Addressinfo@milesinternational.com.auNepal, Addressnepalmiles@gmail.com, 1310Emailinfo@milesinternational.com.au, info@milesinternational.com.npMiles, 255Emailinfo@milesinternational.com.au, 1-4104283Emailinfo@milesinternational.com.np, Addressinfo@milesinternational.com.auCanberra",N/A,"https://www.instagram.com/milesinternationalconsultancy/, https://www.facebook.com/MilesInternationalConsultancy, https://www.linkedin.com/company/26507218/"
support@apeuni.com,N/A,"https://www.facebook.com/pteapeuni/, https://twitter.com/APEUni_Edu"
info@niec.edu.np,9801030907,"https://www.facebook.com/niecktm, https://www.instagram.com/niecktm/"
icla.contact@c2c.ac.jp,N/A,"https://www.facebook.com/iclajapan/, https://www.linkedin.com/school/icla-ygu/, https://www.instagram.com/icla.ygu, https://twitter.com/icla_ygu?lang=en%20"
N/A,N/A,"https://www.facebook.com/IELTSCanadaIDP, https://www.instagram.com/idpcanada/, https://twitter.com/IDPEducationCA"
info@consultancynepal.com,N/A,N/A
N/A,N/A,"https://www.facebook.com/ptenepal.official/, http://www.facebook.com/ptenepal.official"
N/A,N/A,"https://twitter.com/intent/tweet?text=What%20is%20IELTS%3F%20All%20You%20Need%20to%20Know%20About%20IELTS&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts%2Fwhat-ielts, https://twitter.com/takeielts?, https://www.linkedin.com/shareArticle?mini=true&url=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts%2Fwhat-ielts&title=What%20is%20IELTS%3F%20All%20You%20Need%20to%20Know%20About%20IELTS, https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Ftakeielts.britishcouncil.org%2Ftake-ielts%2Fwhat-ielts, https://www.instagram.com/takeieltsofficial/, https://www.facebook.com/TakeIELTSOfficial/?locale=en_GB"
N/A,N/A,"https://www.linkedin.com/company/expert-education-visa-services/, https://www.facebook.com/experteducationau, https://www.instagram.com/experteducationofficial, https://twitter.com/eevsHQ"
"info@abroadadvise.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
info@abroadadvise.com,N/A,N/A
N/A,N/A,http://www.facebook.com/ptenepal.official
info@consultancynepal.com,N/A,N/A
"info@edwisefoundation.com, student.nepal@aeccglobal.com, info@abroadadvise.com, ktmpromote@globalreachonline.com, info@educationtreeglobal.com",N/A,N/A
N/A,N/A,N/A
N/A,N/A,"https://www.facebook.com/AECCNepal/, https://www.linkedin.com/company/aecc-global-nepal/, https://www.instagram.com/aecc.nepal/"
N/A,N/A,"https://www.facebook.com/jasso.studentexchange, https://twitter.com/JASSO_general"
